slug	name	cat	city	rating	count	summary	r1	r2
damo-34.0573_-118.3071	Damo	Coffee Shop	Los Angeles	4.5	379		i visited damo from vancouver, canada, and honestly this is the best place for matcha and hojicha i tried so far in LA. service is very friendly and atmosphere is very chill so you can have a conversation or read a book! also the 	Cute little spot with affordable tea and matcha options! Friendly service, nice crowd. Enjoyed my matcha einspinner, definitely good quality matcha, amazing velvety foam. 8/10, would definitely come again! - : no wi-fi or charging
yi-mei-34.1315_-118.0194	Yi Mei	Taiwanese Cuisine	Monrovia	4.2	358	Known for their breakfast fare, this basic, strip-mall counter serve offers classic Taiwanese meals.	Really missed Taiwanese breakfast! The meatball and rice bowl were very authentic 😋. The salty soy milk wasn’t quite what I expected — not the same as back home.	Nice and casual spot for breakfast, offering lots of Taiwanese classic foods. The items are simple and made well. Open early so popular for breakfast. You order at the counter or on their website and the food comes out quickly. St
petit-trois-34.0842_-118.3382	Petit Trois	French Cuisine		4.4	1098	Chic spot with Parisian flare offering classic French dishes, plus wine & cocktails.	Petit Trois was one of my favorite dining experiences in LA. The atmosphere feels cozy, lively, and effortlessly classic French. Everything from the interior to the presentation made the whole experience feel special. The escargot	I ts original location splits its personality: a narrow room lined entirely with counter seats where the kitchen feels part of the performance and a charming outdoor patio where white tablecloths invite you to linger. The roasted 
sono-felice-by-christine-34.0551_-118.3087	Sono Felice by Christine	Hair Salon	Los Angeles	4.9	5540		I got a hippie twist perm and had an amazing experience! Gina is so kind and generous and explained how to maintain the perm very clearly. I had damaged hair from a previous perm at a different salon, and she was able to restore m	Bella did amazing with my hair!! I’ve had a past problem with another salon who used thinning sears on my already thin hair and Bella fixed me right up, I asked for layers and face framing, she even taught me how to style them!! w
bcd-tofu-house-34.0561_-118.3095	BCD Tofu House	Korean Cuisine	Los Angeles	4.3	6416	Casual Korean restaurant chain serving classic fare such as soft tofu soup, bibimbap & bulgogi.	Nestled in the heart of Ktown in Los Angeles . This place is busy and I understand why. The employees here work around the clock to produce amazing food and great customer experience The customer service is great, and the food is 	Drove all the way from the South Bay because the one in Torrance isn’t open late. Ordered the Kalbi and Original tofu soup. Out of the 3 location I’ve eaten, by far this one is the best. Everything came out scolding hot, pretty mu
ahgassi-gopchang-34.0633_-118.3039	Ahgassi Gopchang	Korean Cuisine	Los Angeles	4.3	1880	Korean BBQ fare, such as grilled beef intestines, served in a industrial-style spot with late hours.	Ahgassi Gopchang had some of the best gopchang I’ve tried. The meat was flavorful, chewy in the best way, and cooked perfectly. Everything tasted fresh and high quality, and the side dishes complemented the meal really well. The a	This is one of the most “famous” restaurant in LA, so me and my husband wanted to try it out to see if it is good. We had reservation so we didn’t have to wait in line. To be honest, overcrowded, overhyped and overpriced. The tabl
chicha-san-chen-34.0632_-118.3018	Chicha San Chen	Bubble Tea Shop	Los Angeles	4.9	421		I love this place! They focus on high quality of teas. I’m soo glad they open up in ktown. First time I tried it was in Vegas and I was obsessed with the tea! Now I know why it michelin star quality. The ambiance is cute, very fre	Just tried the newly opened Chi Cha San Chen in Ktown and it did not disappoint. The tea quality is noticeably high—very clean and fragrant, not overly sweet, and you can really taste the difference compared to typical boba spots.
damsot-34.0625_-118.2977	Damsot	Korean Cuisine	Los Angeles	4.6	177		??Spicy Eggplant 🍆 This flavor was recommended by my friend and it's really good! It's fragrant and spicy, and goes well with rice. I think I'll choose this one next time and make it even spicier. ??Steak🐮 This is their popular on	I liked the steak rice pot here especially with the wasabi! But actually the raw fish(?) banchan on the side was my favorite with the rice. It was super flavorful and had good chewy texture. I ate 2 of my friends' portion of it. T
rok-coffee-and-tea-34.0524_-118.3023	Rok Coffee and Tea	Coffee Shop	Los Angeles	4.2	306		Nice little spot in Koreatown. You can park in the little attached parking garage for 90 minutes or good luck finding street parking. Drinks are overpriced as with most spots like this. Matcha was seriously good. I don’t really li	Come before the lunch rush hour because the cafe fills up pretty quickly. Parking can be tough considering it’s only street parking available. I ordered the matcha duo. It was delicious, I can see why it is the most popular option
rice-nori-34.1156_-118.1509	Rice & Nori	Japanese Cuisine	South Pasadena	4.5	147		Love this place. I got the 3 hand roll set to go and it is fantastic. To go orders are packaged up very well. Everything is fresh and tastes amazing. I also tried their smoke scallop rice ball and it was delish. Highly recommend t	Great place for a quick bite to eat in or for take out. Their onigiris are FRESH! Parking/Environment: There’s a dedicated parking lot. On a Sunday early afternoon, it didn’t seem too packed but we just parked in the 10 minute spo
macy-s-34.139_-118.133	Macy's	Department Store	Pasadena	4.4	1425	Department store chain providing brand-name clothing, accessories, home furnishings & housewares.	Love this place and since I live in Altadena I have been a regular since the 90s. Well, I guess we are not the target audience now with these scan barcodes to get prices for certain items... yeah, nah. Why? Why on earth would anyo	Very beautiful Macy's location. Many historical items on display.
residence-inn-los-angeles-pasadena-old-t-34.1503_-118.1508	Residence Inn Los Angeles Pasadena/Old Town	Hotel	Pasadena	4.1	581	Modern apartments in a casual property offering an outdoor pool, plus free breakfast & happy hours.	I stay in hotels 150 nights a year. This hotel is hands down the best one I've stayed in this year. A joy to stay in for 11 nights for work. Worked, rested and the service was top drawer and seamless. Peaceful , quiet huge room, e	Very good location near Colorado Old Town But WARNING. 2 years ago we complained about Room 517. The HVAC system (likely the cold air return) vibrates and emits a low frequency rumble. It’s really bad at night. We complained then 
cos-34.0592_-118.4185	Cos	Clothing Store	Los Angeles	3.9	74		Not a great experience at this location. Many employees walked by me and not a single one said hi or asked me if I wanted to start a fitting room despite carrying a bunch of options. I hate leaving bad reviews but this experience 	Demi was unbelievably helpful to find me all the right sizes and made the experience super smooth . I’m a lazy shopper and tend to do different colours in the same fit . Thank you so much you COS
olive-young-34.1454_-118.1518	Olive Young	Cosmetics Store	Pasadena	3.7	29		Just got back from Korea, this is perfect timing. I love this store and their skin products!	Store hours say closes at 9pm. Got there at 824 and they closed and won’t met anyone in. Please update your hours so people don’t waste their time going there.
sul-beans-34.0629_-118.31	Sul & Beans	Dessert Shop	Los Angeles	4.4	892	Bustling Korean dessert counter dishing out shaved ice with exotic toppings & other Asian sweets.	I'll be honest, this is the only place I've had bingsoo. But I can't imagine this isn't an incredible example of the dish. The menu has like two things. 15 flavors of Bingsoo, and 5 flavors of injeolmi toast. The texture of bingso	After our KBBQ gorge, we grabbed dessert at Sul & Beans in the MaDang Courtyard in Ktown. It was popular and busy, with a line out the door. We ordered the banana bingsoo, and it was enough for all of us. We poured the condensed m
424-34.0839_-118.3747	424	Clothing Store	West Hollywood	4	8		Great experience, great in person shopping experience! Whole team is super helpful!	Top tier customer service. Have to feel the quality in person to truly appreciate.
vivienne-westwood-34.0835_-118.3711	Vivienne Westwood	Clothing Store	Los Angeles	4	134		I went yesterday knowing what I wanted but I also left knowing what I’ll come back for ! Thank you so much to Zoey for helping me they’re the GOAT!!! I wanted to try on some clothes and they asked me if I wanted to try anything el	Finally made the pilgrimage to visit this store considering how far my GF and I live and we had a pleasant experience. the staff were friendly, very helpful, and knowledgeable. I’m very happy with the impulse purchase i made that 
